from_node,to_node,length_m,elevation_change,elevation_gain
1484203701,7368658473,1.416446956,0,0
1484203701,1484203732,39.93299428,0.3,0.3
1484203701,10739295319,4.698825417,-0.1,0
1484203703,1484203720,34.09171198,2.2,2.2
1484203703,2039387112,96.99838005,-4.8,0
1484203703,1484203634,108.5385677,-5.1,0
1484203720,1484203703,34.09171198,-2.2,0
1484203720,1484203738,21.93294988,1.8,1.8
1484203732,1484203774,127.583433,-0.6,0
1484203732,1484203701,39.93299428,-0.3,0
1484203732,7368660708,5.808571228,0.1,0.1
1484203738,1484203720,21.93294988,-1.8,0
1484203738,1484203637,163.7842231,-3.8,0
1484203738,1484203740,32.46291511,1.3,1.3
1484203740,1484203765,31.20192854,0.6,0.6
1484203740,1484203694,99.26997735,1.5,1.5
1484203740,1484203738,32.46291511,-1.3,0
1484203758,2626054993,79.44165188,1.5,1.5
1484203758,1484203781,82.33034846,0.5,0.5
1484203758,7368658461,117.430835,1,1
1484203765,1484203740,31.20192854,-0.6,0
1484203765,7368658462,126.790273,7.6,7.6
1484203774,7368658483,5.796927205,0.1,0.1
1484203774,1484203786,41.77780168,-0.2,0
1484203774,1484203732,127.583433,0.6,0.6
1484203781,6534663632,12.24917133,3.3,3.3
1484203781,1484203758,82.33034846,-0.5,0
1484203781,6534663635,61.53054701,-0.8,0
1484203786,7368660709,5.327367399,0,0
1484203786,2626055014,4.010799547,0,0
1484203786,1484203774,41.77780168,0.2,0.2
1484203803,1704222985,6.681641877,0,0
1484203803,7368660725,6.800588628,0,0
1484203803,7368660726,9.97748846,-0.3,0
1484203803,2587513279,9.494491376,0.2,0.2
1484203845,1484203848,27.57432251,-0.4,0
1484203845,6534663641,28.57254676,-0.3,0
1484203848,6437963396,26.29873978,-0.8,0
1484203848,1484203849,39.77438059,0.7,0.7
1484203848,1484203845,27.57432251,0.4,0.4
1484203849,6452310369,76.41784849,-0.4,0
1484203849,1484203848,39.77438059,-0.7,0
1484203849,6452310955,36.19046809,0.6,0.6
1617305622,1617305664,14.07509253,0,0
1617305622,10712492266,12.27669547,0.3,0.3
1617305622,10712492262,10.30698328,-0.2,0
1617305624,10712492273,28.42442631,0,0
1617305629,1617305650,14.3830928,0,0
1617305629,10723432004,13.31572762,-0.3,0
1617305629,1617305673,8.028411632,0.2,0.2
1617305629,10723431994,7.454243747,-0.2,0
1617305631,1695752549,4.653471413,0,0
1617305631,1617305634,23.59787189,0,0
1617305631,1617305651,67.01104886,0.6,0.6
1617305634,1617305674,54.90703055,0.5,0.5
1617305634,1617305674,90.74084361,0.5,0.5
1617305634,1617305631,23.59787189,0,0
1617305643,2643543050,23.20076807,2.9,2.9
1617305643,2643543049,25.78934912,-2.9,0
1617305643,1617305654,40.70532048,-4.3,0
1617305643,3084725044,73.62033983,-1,0
1617305645,1695752549,53.52778702,-0.5,0
1617305645,1617305651,26.489449,0.1,0.1
1617305645,1695752551,48.0761136,-0.5,0
1617305649,1695752549,9.661711569,0,0
1617305649,10723432004,50.20040908,-0.9,0
1617305649,1695752551,27.54044671,0,0
1617305650,1617305629,14.3830928,0,0
1617305650,10723431993,14.76575234,0.4,0.4
1617305650,1617305673,13.90077978,0.2,0.2
1617305650,10723431995,12.21830708,-0.3,0
1617305651,1617305631,67.01104886,-0.6,0
1617305651,1617305645,26.489449,-0.1,0
1617305651,1617305674,29.33297859,-0.1,0
1617305654,1617305643,40.70532048,4.3,4.3
1617305664,10712492264,10.83503058,-0.1,0
1617305664,1617305622,14.07509253,0,0
1617305664,10712492263,10.47818717,-0.2,0
1617305664,10712492265,12.2395378,0.4,0.4
1617305673,1617305650,13.90077978,-0.2,0
1617305673,1617305629,8.028411632,-0.2,0
1617305673,10723431992,11.61707939,0.2,0.2
1617305673,10723483805,13.47470572,-0.3,0
1617305674,1617305634,54.90703055,-0.5,0
1617305674,1617305634,90.74084361,-0.5,0
1617305674,1617305651,29.33297859,0.1,0.1
1695752549,1617305649,9.661711569,0,0
1695752549,1617305631,4.653471413,0,0
1695752549,1617305645,53.52778702,0.5,0.5
1695752551,10723483805,39.72456253,-0.7,0
1695752551,1617305649,27.54044671,0,0
1695752551,1617305645,48.0761136,0.5,0.5
1695820882,5466265990,44.23201078,-1,0
1695820882,10721114683,45.19575728,1,1
1695820882,10721114700,7.188998919,-0.1,0
1695820899,10721102983,9.239831965,-0.2,0
1695820899,10721102919,113.0054848,-0.4,0
1695820916,10721114685,9.377263398,0,0
1695820916,10721114683,7.156862445,0,0
1695820916,10721114684,11.19646363,0.1,0.1
1695820920,10721114725,52.87835494,0.6,0.6
1695820920,10721114685,50.79643256,-0.8,0
1695820920,10721114719,8.895418015,-0.1,0
1695820920,10721114720,8.790610542,-0.1,0
1695820921,10721103000,8.35046608,0.1,0.1
1695820921,10721102998,9.301626823,0,0
1695820921,10721102999,9.896986584,0,0
1695820921,10721102997,9.248716331,0,0
1695820964,10721102941,9.919113355,-0.1,0
1695820964,10721102945,42.9679848,-0.2,0
1695820964,10721114667,9.218343488,0,0
1695820964,10721114631,52.31112962,-0.3,0
1695860127,1695860175,7.951883192,0.2,0.2
1695860127,2587513215,9.798948761,0.2,0.2
1695860127,2587513205,8.715234555,-0.2,0
1695860175,2587513207,8.868952199,-0.2,0
1695860175,2587513217,9.91184322,0.2,0.2
1695860175,2587513216,8.082596499,0.2,0.2
1695860175,1695860127,7.951883192,-0.2,0
1704222967,2163993055,80.50985811,-0.7,0
1704222967,2163993055,89.32556909,-0.7,0
1704222967,2587513217,109.9965431,-2.7,0
1704222981,461629483,7.857986122,0.1,0.1
1704222981,7368658458,2.963741006,-0.2,0
1704222981,461629163,10.18175192,0.2,0.2
1704222981,7368658470,122.3303504,-4.4,0
1704222985,2587513280,9.288819781,0.1,0.1
1704222985,7368660727,9.585698858,-0.2,0
1704222985,1484203803,6.681641877,0,0
1704577692,1728170102,61.12124826,-0.7,0
1704577692,1704577713,50.04021028,1.4,1.4
1704577692,1728170135,46.77964789,-0.4,0
1704577692,2162438533,26.55456688,1.2,1.2
1704577695,10721114728,24.95961507,-0.1,0
1704577695,1704577736,124.8542691,0.6,0.6
1704577695,1704577709,86.05011176,-1.9,0
1704577709,1704577736,109.8427612,2.5,2.5
1704577709,1704577740,50.03098071,-1.8,0
1704577709,1704577695,86.05011176,1.9,1.9
1704577713,1704577692,50.04021028,-1.4,0
1704577713,1704577736,50.09798907,2,2
1704577713,1704577740,110.0639856,-2.3,0
1704577717,1704577737,9.340510523,0,0
1704577717,10721114729,10.17463779,0.2,0.2
1704577717,10721114727,10.42156603,-0.1,0
1704577717,10721114728,6.933931133,0,0
1704577721,12560683507,3.458906647,-0.1,0
1704577721,10721114738,142.916414,-1.5,0
1704577721,1303245968,166.5258053,1.5,1.5
1704577736,1704577709,109.8427612,-2.5,0
1704577736,1704577713,50.09798907,-2,0
1704577736,1704577695,124.8542691,-0.6,0
1704577737,1704577717,9.340510523,0,0
1704577737,10721114725,6.252670198,-0.1,0
1704577737,10721114726,10.56094651,-0.2,0
1704577737,10721114730,10.65565482,0.2,0.2
1704577740,1704577713,110.0639856,2.3,2.3
1704577740,1704577709,50.03098071,1.8,1.8
1704577740,2552572610,29.37055665,1.2,1.2
1704650171,1704650185,2.948093172,0.1,0.1
1704650171,1704650216,36.35127536,-0.6,0
1704650171,2587513282,44.93357813,-0.2,0
1704650185,1303244792,114.4056367,4.8,4.8
1704650185,1704650171,2.948093172,-0.1,0
1704650185,2575577325,37.3446251,-0.5,0
1704650216,1704650171,36.35127536,0.6,0.6
1704650216,1303244587,8.654280677,-0.1,0
1704650216,1704650283,94.85556327,2.1,2.1
1704650244,1704650253,7.313438148,0.2,0.2
1704650244,7366852167,4.712788605,-0.1,0
1704650244,7366852168,8.203271167,0,0
1704650244,2636411794,11.21038389,0.1,0.1
1704650253,2636411795,10.29194714,0.1,0.1
1704650253,7366852169,9.624252195,-0.1,0
1704650253,1704650244,7.313438148,-0.2,0
1704650253,7366852170,8.26440735,0.1,0.1
1704650283,1984399488,3.762516865,0,0
1704650283,2574341570,6.60001814,0,0
1704650283,1704650216,94.85556327,-2.1,0
1704650317,10732935709,87.10561867,-3.7,0
1704650317,2558496348,4.379279439,0,0
1704650317,2572501767,26.69714298,1.1,1.1
1704650319,2469038988,21.92041803,-0.3,0
1704650319,7368660736,27.9994855,-0.5,0
1704650319,2572501767,16.83542476,5.3,5.3
1728169953,1728169959,18.8721066,-0.6,0
1728169954,10738873081,17.62784555,1,1
1728169954,10738873080,4.081715794,-0.1,0
1728169957,2637060666,31.93727579,-0.3,0
1728169957,11951566065,21.0745715,-0.5,0
1728169957,1728169963,48.43146529,-1.4,0
1728169959,1728169965,44.4831093,-1.4,0
1728169959,1728169953,18.8721066,0.6,0.6
1728169959,1728169962,168.8571873,2.2,2.2
1728169962,1728169959,168.8571873,-2.2,0
1728169962,10738873080,28.5127929,-1.4,0
1728169963,1728169978,94.70529339,-0.8,0
1728169963,1728169982,47.53964897,-1.3,0
1728169963,1728169957,48.43146529,1.4,1.4
1728169965,1728169978,44.39428189,-1.5,0
1728169965,1728169959,44.4831093,1.4,1.4
1728169965,2637060666,58.14414387,0.4,0.4
1728169965,1728169992,166.1538688,3.8,3.8
1728169978,1728169990,48.12705663,-1.6,0
1728169978,1728169965,44.39428189,1.5,1.5
1728169978,1728169992,125.3274858,5.3,5.3
1728169978,1728169963,94.70529339,0.8,0.8
1728169982,1728169963,47.53964897,1.3,1.3
1728169982,10946118937,72.09750905,-1,0
1728169982,7125325619,26.28096931,-0.7,0
1728169990,916037104,29.28512317,-0.2,0
1728169990,1728169978,48.12705663,1.6,1.6
1728169990,10946118937,22.70521068,0.1,0.1
1728169990,1728169992,174.0571003,6.9,6.9
1728169992,1728169978,125.3274858,-5.3,0
1728169992,1728169990,174.0571003,-6.9,0
1728169992,1728169965,166.1538688,-3.8,0
1728170001,1728170021,32.30206396,0.2,0.2
1728170001,10721102961,158.0491179,-1.2,0
1728170001,1728170059,133.9266836,-8,0
1728170005,10721102942,23.81779723,-0.9,0
1728170005,1728170029,51.09678,2,2
1728170005,4070941396,3.43260434,0,0
1728170005,10721102961,4.521806581,0,0
1728170021,1728170025,41.28987156,0.3,0.3
1728170021,1728170001,32.30206396,-0.2,0
1728170021,1728170034,68.50596287,-3.1,0
1728170025,1728170034,61.22395591,-3.4,0
1728170025,1728170029,38.98284896,0.3,0.3
1728170025,1728170021,41.28987156,-0.3,0
1728170028,1728170050,51.94944458,-1.9,0
1728170028,4070941396,72.11353829,-1,0
1728170028,2639302720,23.78489586,2,2
1728170029,1728170005,51.09678,-2,0
1728170029,1728170039,48.2585136,-2.4,0
1728170029,1728170025,38.98284896,-0.3,0
1728170029,1728170050,81.70067826,-2.9,0
1728170034,1728170025,61.22395591,3.4,3.4
1728170034,1728170059,68.21748727,-5.1,0
1728170034,1728170021,68.50596287,3.1,3.1
1728170039,1728170029,48.2585136,2.4,2.4
1728170039,1728170058,45.54310441,-2.4,0
1728170039,1728170066,110.2366475,-2.2,0
1728170050,1728170066,49.64983538,-1.7,0
1728170050,1728170028,51.94944458,1.9,1.9
1728170050,1728170029,81.70067826,2.9,2.9
1728170058,1728170039,45.54310441,2.4,2.4
1728170058,1728170064,31.98879759,-0.5,0
1728170058,7099852073,109.8314732,-6,0
1728170059,1728170034,68.21748727,5.1,5.1
1728170059,1728170070,46.02490877,-1.9,0
1728170059,1728170001,133.9266836,8,8
1728170064,1728170058,31.98879759,0.5,0.5
1728170064,1728170074,26.23163912,-0.4,0
1728170064,1728170124,169.0304183,-4.9,0
1728170066,1728170050,49.64983538,1.7,1.7
1728170066,1728170039,110.2366475,2.2,2.2
1728170066,2552572610,28.16532213,0.2,0.2
1728170070,1728170059,46.02490877,1.9,1.9
1728170070,7099852074,34.18489853,0.1,0.1
1728170070,7099852073,25.94325371,-0.1,0
1728170074,1728170064,26.23163912,0.4,0.4
1728170074,1728170088,32.41723706,-0.4,0
1728170074,1728170124,107.361071,-4.5,0
1728170088,1728170074,32.41723706,0.4,0.4
1728170088,1728170092,40.17214457,-0.4,0
1728170088,1728170125,80.61782966,-3.2,0
1728170089,1728170104,54.51573924,1.1,1.1
1728170089,12560683507,29.00388746,-0.5,0
1728170089,1728170096,168.7587386,1.6,1.6
1728170092,1728170088,40.17214457,0.4,0.4
1728170092,2552572607,34.78432743,0.2,0.2
1728170092,1728170125,104.5077761,-2.8,0
1728170096,1728170104,115.7235614,-0.5,0
1728170096,1728170089,168.7587386,-1.6,0
1728170096,2566516697,34.32867283,-3.5,0
1728170102,2552572607,78.53258185,-0.9,0
1728170102,1704577692,61.12124826,0.7,0.7
1728170102,1728170134,25.6445873,0,0
1728170104,1728170096,115.7235614,0.5,0.5
1728170104,1728170089,54.51573924,-1.1,0
1728170104,4070941397,4.391139819,0,0
1728170124,1728170074,107.361071,4.5,4.5
1728170124,1728170064,169.0304183,4.9,4.9
1728170124,1728170125,66.81010366,0.9,0.9
1728170124,7099852066,34.18835332,-6.6,0
1728170125,1728170088,80.61782966,3.2,3.2
1728170125,1728170124,66.81010366,-0.9,0
1728170125,1728170092,104.5077761,2.8,2.8
1728170134,1728170135,65.00612974,0.3,0.3
1728170134,1728170102,25.6445873,0,0
1728170134,7099852040,44.47901107,-9.2,0
1728170135,1704577692,46.77964789,0.4,0.4
1728170135,1728170134,65.00612974,-0.3,0
1728170135,7099852057,19.63439387,0.3,0.3
1767473930,6957360463,73.24646408,-3,0
1767473930,10738681912,3.095266376,0.1,0.1
1767473930,6957360464,41.42492693,0.4,0.4
1767473936,10738681912,3.414586235,0.1,0.1
1767473936,7368660692,86.65372734,-1.1,0
1767473936,1767739951,53.77436919,-2.7,0
1767473942,7369027661,2.422541998,0,0
1767473942,1303244403,32.77398959,0.2,0.2
1767473942,7366845048,20.22146184,0.2,0.2
1767473943,7368660743,77.92179312,7.7,7.7
1767473943,1303244179,44.55586737,2.1,2.1
1767473943,2267294179,31.69004916,-2.5,0
1767725819,2574372177,36.55260401,0,0
1767725819,5228128350,20.38238567,-0.3,0
1767725819,5228128351,20.81853821,-5.4,0
1767727210,7368660608,4.129339888,0,0
1767727210,2636411690,9.332446632,-0.2,0
1767727210,1303244918,213.415104,10.6,10.6
1767727210,7099851941,9.212134008,0.3,0.3
1767727211,2245132953,22.7477405,0.1,0.1
1767727211,4070941422,2.523835807,0,0
1767727211,2162438531,36.88736838,0.7,0.7
1767727214,7368660608,73.53497657,-4.7,0
1767727214,2245132953,107.8562139,7,7
1767727214,1983118464,38.29989483,10.8,10.8
1767739950,10803910263,34.86442916,-0.1,0
1767739950,1767739964,91.26725868,-0.2,0
1767739950,1767739964,70.99415802,-0.2,0
1767739951,10738681910,4.785807137,0.1,0.1
1767739951,1767473936,53.77436919,2.7,2.7
1767739951,7368660689,114.595775,-0.7,0
1767739953,4070880057,49.65522766,3.2,3.2
1767739953,10738681907,30.72654632,-2.7,0
1767739953,1303244181,29.83863862,1.6,1.6
1767739953,1303244921,29.51002273,-0.1,0
1767739956,1303244989,22.12366976,0.3,0.3
1767739956,1303243477,33.61145044,-0.8,0
1767739956,1767739963,90.95610034,-3.9,0
1767739960,7369027664,97.75630199,-4,0
1767739960,7368658440,6.094442883,0.1,0.1
1767739960,1767739967,56.2311515,2.6,2.6
1767739963,1303243477,61.66692646,3.1,3.1
1767739963,1767739969,32.71743539,-1,0
1767739963,1767739956,90.95610034,3.9,3.9
1767739964,461630507,33.41678661,-1.2,0
1767739964,1767739950,91.26725868,0.2,0.2
1767739964,1767739950,70.99415802,0.2,0.2
1767739967,6957360460,83.10432614,-3.5,0
1767739967,10738681910,6.5650585,0,0
1767739967,1767739960,56.2311515,-2.6,0
1767739968,3732558535,48.08981386,-1.7,0
1767739968,3731552689,77.89507751,4.2,4.2
1767739968,5228128309,93.71038737,11.9,11.9
1767739969,1303244168,66.17378434,3.4,3.4
1767739969,1303246091,37.72594407,-1.3,0
1767739969,1767739963,32.71743539,1,1
1786152730,1303245572,51.00777342,0.5,0.5
1786152730,7099851936,89.99246359,1,1
1786152730,7099852039,37.06090372,-0.5,0
1814571403,1814571408,252.4099727,0.9,0.9
1814571403,6397662166,69.69751058,1.3,1.3
1814571403,461630341,54.62247947,-1.2,0
1814571408,1814571403,252.4099727,-0.9,0
1983118458,1983118493,13.77226983,0,0
1983118458,1983118538,35.68085808,-0.2,0
1983118458,1983118520,81.99669926,-0.2,0
1983118462,7368660696,3.501578366,0,0
1983118462,1983118462,39.55677914,0,0
1983118462,1983118462,39.55677914,0,0
1983118464,1983281252,122.5828209,8.2,8.2
1983118464,1767727214,38.29989483,-10.8,0
1983118464,2588145125,95.04213025,2.3,2.3
1983118493,1983118458,13.77226983,0,0
1983118493,7369027663,17.51982046,0.3,0.3
1983118493,13403237136,43.80911817,-0.4,0
1983118520,1983118458,81.99669926,0.2,0.2
1983118520,1983281218,38.7075776,0.9,0.9
1983118520,2558588574,34.75366728,0,0
1983118522,7369027663,6.957200174,-0.2,0
1983118522,1983281278,149.0208979,0.8,0.8
1983118522,2636411744,211.0801705,3.3,3.3
1983118538,1983118458,35.68085808,0.2,0.2
1983281218,1983281278,10.02237226,0.6,0.6
1983281218,1983281252,11.18423361,0,0
1983281218,1983118520,38.7075776,-0.9,0
1983281252,1983281218,11.18423361,0,0
1983281252,1983281278,8.075964081,0.6,0.6
1983281252,1983118464,122.5828209,-8.2,0
1983281278,1983281252,8.075964081,-0.6,0
1983281278,1983281218,10.02237226,-0.6,0
1983281278,1983118522,149.0208979,-0.8,0
1984029544,2588145130,11.18917708,-2.6,0
1984029544,2558588574,82.58515451,0.5,0.5
1984029544,2588145131,24.12842011,-1.8,0
1984029559,1984029563,17.89644852,-0.1,0
1984029559,1984029563,16.37788342,-0.1,0
1984029559,1984399485,9.25952839,-0.6,0
1984029563,2588145166,17.44242753,-0.1,0
1984029563,1984399490,39.99561033,0.3,0.3
1984029563,1984029559,16.37788342,0.1,0.1
1984029563,1984029559,17.89644852,0.1,0.1
1984399485,2588145166,26.88146031,0.4,0.4
1984399485,2588145178,2.651284452,-0.2,0
1984399485,1984029559,9.25952839,0.6,0.6
1984399487,1984399491,32.99797403,-1.1,0
1984399487,2574341575,42.35330944,-0.1,0
1984399487,2558452287,28.75190701,-1.8,0
1984399488,1704650283,3.762516865,0,0
1984399488,2574341575,48.13573589,0.1,0.1
1984399488,2587513272,36.0994654,-3,0
1984399490,1984029563,39.99561033,-0.3,0
1984399490,2588145178,45.47281579,-1,0
1984399490,1984399491,42.07612908,1.3,1.3
1984399491,1984399487,32.99797403,1.1,1.1
1984399491,1984399490,42.07612908,-1.3,0
1984399491,7368660673,47.38157829,1.4,1.4
2039371183,10836967620,22.28448021,0.7,0.7
2039371183,2039372133,63.11736879,-3.7,0
2039371183,1303243309,46.51234257,0.2,0.2
2039371183,10734835060,64.47536557,-3.2,0
2039372133,2039371183,63.11736879,3.7,3.7
2039372133,10734835072,37.2049104,-1.5,0
2039372133,1303245082,57.60489277,4.4,4.4
2039387112,1484203631,13.80659931,-0.4,0
2039387112,1484203703,96.99838005,4.8,4.8
2134826851,2267877235,124.5969278,0.8,0.8
2134826851,1484203446,137.0994752,1.5,1.5
2134826851,1484203297,182.3797522,0.9,0.9
2136811387,2136811388,60.09815828,-4.1,0
2136811387,1303244915,53.69499007,-3.6,0
2136811387,9983573434,6.259532818,0.2,0.2
2136811388,2136813056,23.08343108,-2,0
2136811388,2136811387,60.09815828,4.1,4.1
2136811388,2136811391,121.8693787,-4.2,0
2136811391,9983573432,15.1803761,-2.1,0
2136811391,2136811578,67.61907509,-2.2,0
2136811391,2136811388,121.8693787,4.2,4.2
2136811578,1303243670,35.45710017,-1.2,0
2136811578,2136813056,63.70658571,4.4,4.4
2136811578,2136811391,67.61907509,2.2,2.2
2136813056,2136811388,23.08343108,2,2
2136813056,2136811578,63.70658571,-4.4,0
2136813056,1303244915,119.2195249,2.5,2.5
2136813367,10896026882,17.47778133,1,1
2136813367,1484203372,26.27006915,-0.3,0
2136813367,2136813373,28.5277293,0.1,0.1
2136813367,5241082711,56.20107248,1.5,1.5
2136813367,2268359415,158.0085794,5.1,5.1
2136813369,5241082711,28.60332756,2.5,2.5
2136813369,1484203372,74.59595304,0.7,0.7
2136813369,8796851753,59.60258034,-1.6,0
2136813373,2136813367,28.5277293,-0.1,0
2136813373,2136813766,45.97487705,1.3,1.3
2136813373,2136813766,123.093653,1.3,1.3
2136813766,1303245930,24.89740825,1.1,1.1
2136813766,2136813373,45.97487705,-1.3,0
2136813766,2136813373,123.093653,-1.3,0
2136813798,2136813803,48.27547371,3.1,3.1
2136813798,1303243780,42.65182788,-2.9,0
2136813798,5406585778,31.97460928,3.3,3.3
2136813798,2268359415,41.17229064,1.4,1.4
2136813801,2136813803,34.99775936,-3.3,0
2136813801,6452330481,6.438298298,0.6,0.6
2136813801,2136813801,344.9992027,0,0
2136813801,2136813801,344.9992027,0,0
2136813803,2136813801,34.99775936,3.3,3.3
2136813803,2136813798,48.27547371,-3.1,0
2136813803,3926735721,48.50118545,3.5,3.5
2139628835,2268359400,5.869820689,0.1,0.1
2139628835,10701763041,109.507329,-0.6,0
2139628835,730906859,52.69036098,-0.7,0
2139630239,10732733563,63.18181745,2.3,2.3
2139630239,1484203223,93.1422197,-0.4,0
2139630239,2267877234,56.54508728,0.6,0.6
2139634750,2139634889,49.95373764,0,0
2139634750,730906859,55.7492867,0,0
2139634889,2139637635,49.4408357,0.1,0.1
2139634889,2139634750,49.95373764,0,0
2139637635,2139634889,49.4408357,-0.1,0
2139637635,10701763041,35.89837893,0,0
2139644691,1303243426,30.72717197,0.3,0.3
2139644691,1303244967,30.31219132,-0.3,0
2139644691,1303245792,95.00460085,-7,0
2139647408,10794673135,15.0809185,-0.1,0
2139647408,9983573434,56.98737197,-0.3,0
2139647408,10794673134,18.24954786,-1.5,0
2139656835,2268359417,26.52204448,-0.1,0
2139656835,1303243780,23.94122382,0.1,0.1
2139656835,2139656838,136.9566531,-0.3,0
2139656838,5406585782,22.98270809,-0.1,0
2139656838,2268359417,28.95020062,0.2,0.2
2139656838,2139656835,136.9566531,0.3,0.3
2139658051,1484203528,17.36941627,-0.1,0
2139658051,1484203501,37.91940072,0.1,0.1
2139658051,1484203542,48.41476596,2.2,2.2
2139661796,6437963396,28.19944761,0.3,0.3
2139661953,461629311,30.64979691,1.2,1.2
2139661953,2139661954,46.01236343,1.9,1.9
2139661954,2139661953,46.01236343,-1.9,0
2139661954,461629319,49.37578657,1.9,1.9
2139661954,2139661967,25.40230381,1.6,1.6
2139661967,2139661954,25.40230381,-1.6,0
2162438528,2162438531,22.01913952,-1.3,0
2162438528,2162438532,77.75322644,1.3,1.3
2162438528,2162438532,154.8768471,1.3,1.3
2162438528,2162438536,74.36318629,2,2
2162438531,1767727211,36.88736838,-0.7,0
2162438531,4070941412,55.46017727,0.9,0.9
2162438531,2162438528,22.01913952,1.3,1.3
2162438531,4070941420,24.44199366,-1.1,0
2162438532,2162438538,38.41933267,1.9,1.9
2162438532,2162438528,77.75322644,-1.3,0
2162438532,2162438528,154.8768471,-1.3,0
2162438533,1704577692,26.55456688,-1.2,0
2162438533,4070941376,174.71217,0.7,0.7
2162438533,4070941367,56.44692213,-0.4,0
2162438536,7368660681,18.92709448,0.1,0.1
2162438536,2162438538,40.76384587,1.2,1.2
2162438536,2162438528,74.36318629,-2,0
2162438537,7368660681,5.429219275,0,0
2162438537,1303243928,30.49413005,-1.2,0
2162438537,1303245697,18.09527949,0.7,0.7
2162438538,7368660682,21.30630349,0.3,0.3
2162438538,2162438536,40.76384587,-1.2,0
2162438538,2162438532,38.41933267,-1.9,0
2162718497,7368660696,47.30704511,0.2,0.2
2162718497,7369027663,143.7712364,-3.1,0
2162718497,2616953964,26.87896459,0.4,0.4
2163993055,1704222967,80.50985811,0.7,0.7
2163993055,1704222967,89.32556909,0.7,0.7
2163993055,2587513280,27.92315212,-0.5,0
2187246349,7369034021,5.560058085,0.1,0.1
2187246349,1303152028,18.53030704,-1.1,0
2187246349,1303151285,78.7278668,3.4,3.4
2187246359,2187246374,35.06734873,1.5,1.5
2187246359,2187246363,43.07357265,1.2,1.2
2187246359,7369034021,72.57832314,-2.4,0
2187246363,2187246359,43.07357265,-1.2,0
2187246363,7369034013,68.12811134,-9.1,0
2187246363,2187246369,67.49758452,1.8,1.8
2187246369,2187246386,33.60096355,1.9,1.9
2187246369,2187246363,67.49758452,-1.8,0
2187246369,7366852004,105.9022463,-5.2,0
2187246370,2187246393,28.23939475,-1.2,0
2187246370,2187246449,93.62010944,3.7,3.7
2187246370,3878191510,44.77783327,1.4,1.4
2187246374,2187246410,35.56625018,1.2,1.2
2187246374,2187246359,35.06734873,-1.5,0
2187246374,2187246414,96.91471056,-0.9,0
2187246374,2187246386,100.7667469,3.4,3.4
2187246386,7366852000,29.08633934,1.8,1.8
2187246386,2187246369,33.60096355,-1.9,0
2187246386,2187246374,100.7667469,-3.4,0
2187246386,7366851999,94.98442053,-1.3,0
2187246388,7369033916,5.086957428,-0.1,0
2187246388,461630515,48.90343427,1.2,1.2
2187246388,3731572075,59.39896371,-0.3,0
2187246393,2187246370,28.23939475,1.2,1.2
2187246393,2187246455,63.79956363,2.6,2.6
2187246393,461630515,30.16148703,-0.6,0
2187246410,2187246374,35.56625018,-1.2,0
2187246410,2187246414,69.74525236,-2.1,0
2187246410,2187246427,48.30335988,1.3,1.3
2187246414,7369034024,41.87737487,0.3,0.3
2187246414,2187246410,69.74525236,2.1,2.1
2187246414,2187246507,71.83045562,-1.7,0
2187246414,2187246374,96.91471056,0.9,0.9
2187246427,2187246432,45.15096109,2.7,2.7
2187246427,2187246410,48.30335988,-1.3,0
2187246427,2187246578,98.38512097,1.4,1.4
2187246432,2187246427,45.15096109,-2.7,0
2187246432,7366852000,5.153040294,0,0
2187246432,2187246461,63.20049324,-3.2,0
2187246433,2187246441,24.26962975,-1,0
2187246433,10736725827,11.69292932,0.2,0.2
2187246433,10803856438,5.174926361,0,0
2187246441,2187246449,35.14736107,-2.2,0
2187246441,2187246433,24.26962975,1,1
2187246441,3878191510,102.3801445,-4.5,0
2187246449,2187246455,34.78132264,-2.3,0
2187246449,2187246441,35.14736107,2.2,2.2
2187246449,2187246370,93.62010944,-3.7,0
2187246451,7366852005,27.77414906,-2.5,0
2187246451,1303152765,64.41188489,6.1,6.1
2187246451,2187246468,19.10210611,5.1,5.1
2187246455,2187246449,34.78132264,2.3,2.3
2187246455,2187246393,63.79956363,-2.6,0
2187246455,2187246459,36.90972547,-1.5,0
2187246459,2187246510,39.35424307,1.9,1.9
2187246459,461630515,34.48198727,-1.7,0
2187246459,2187246455,36.90972547,1.5,1.5
2187246461,7366851993,28.28613189,-1.4,0
2187246461,7366851999,4.367085935,0.1,0.1
2187246461,2187246432,63.20049324,3.2,3.2
2187246468,2187246502,33.00209918,-0.7,0
2187246468,2187246451,19.10210611,-5.1,0
2187246468,2187246654,113.7579679,5.8,5.8
2187246474,10736725827,25.97841897,-1.1,0
2187246474,10736725828,4.614635089,0,0
2187246474,2187246510,130.8972614,-6.4,0
2187246479,7366852002,5.384339966,-0.3,0
2187246479,7366851996,6.415032895,0.2,0.2
2187246479,7366851993,6.353686666,0,0
2187246479,7366852003,5.322054529,0,0
2187246502,7366852003,31.67780912,-2.8,0
2187246502,2187246468,33.00209918,0.7,0.7
2187246502,2187246641,78.48429052,7.9,7.9
2187246507,2187246515,50.37466831,-0.3,0
2187246507,2187246590,33.28070165,1.5,1.5
2187246507,2187246414,71.83045562,1.7,1.7
2187246510,2187246619,48.46349073,2.7,2.7
2187246510,2187246459,39.35424307,-1.9,0
2187246510,2187246658,100.134709,4.6,4.6
2187246510,2187246474,130.8972614,6.4,6.4
